dataset_index,config_type,domain,role,ft_split,natoms,nSi,nO,O_over_Si,content_sha12
1092,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,f248d12e3209
1094,quench,amorphous_SiO2,core,train,192,64,128,2.0,9377967d2318
1095,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,5bfd916ed3aa
1096,liquid,amorphous_SiO2,core,train,192,64,128,2.0,42038902178d
1098,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,48320dbdb716
1099,liquid,amorphous_SiO2,core,train,192,64,128,2.0,198886c94048
1100,quench,amorphous_SiO2,core,train,192,64,128,2.0,c140d1f21099
1101,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,371af552407c
1102,liquid,amorphous_SiO2,core,train,192,64,128,2.0,7c71c7685eb2
1103,quench,amorphous_SiO2,core,train,192,64,128,2.0,eb6e5b55834e
1104,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,d2e9da9bf6aa
1105,liquid,amorphous_SiO2,core,train,192,64,128,2.0,8850c496568d
1106,quench,amorphous_SiO2,core,train,192,64,128,2.0,edfa9a1bfb29
1107,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,67c6dcee00d4
1108,liquid,amorphous_SiO2,core,train,192,64,128,2.0,38ab15546c88
1109,quench,amorphous_SiO2,core,train,192,64,128,2.0,ff3a944022b4
1110,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,dfb1511fd3ec
1112,quench,amorphous_SiO2,core,train,192,64,128,2.0,318e9ff4d67b
1113,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,df835e1223e7
1114,liquid,amorphous_SiO2,core,train,192,64,128,2.0,f264df1d1b8a
1115,quench,amorphous_SiO2,core,val,192,64,128,2.0,c63415b82953
1116,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,4fa16e55962e
1117,liquid,amorphous_SiO2,core,train,192,64,128,2.0,fc86d559dd3b
1118,quench,amorphous_SiO2,core,train,192,64,128,2.0,48e5596945e2
1119,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,2a6a2902122d
1121,quench,amorphous_SiO2,core,train,192,64,128,2.0,326180a99205
1122,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,a079366643c0
1123,liquid,amorphous_SiO2,core,train,192,64,128,2.0,8dbdb524c649
1124,quench,amorphous_SiO2,core,train,192,64,128,2.0,fe163988c669
1125,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,b00b268dfb26
1128,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,0e19e70bc69e
1129,liquid,amorphous_SiO2,core,train,192,64,128,2.0,3a14c43e9d9b
1130,quench,amorphous_SiO2,core,train,192,64,128,2.0,c56bbb3173d2
1131,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d32e4f8f98ee
1132,liquid,amorphous_SiO2,core,train,192,64,128,2.0,1a430d99afa2
1133,quench,amorphous_SiO2,core,train,192,64,128,2.0,674524d80d9c
1134,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,7db207216380
1136,quench,amorphous_SiO2,core,train,192,64,128,2.0,ee9856da33e8
1137,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,6245bbeaa182
1138,liquid,amorphous_SiO2,core,train,192,64,128,2.0,d2126c9ba681
1139,quench,amorphous_SiO2,core,val,192,64,128,2.0,8f1bc5a5c20c
1141,liquid,amorphous_SiO2,core,train,192,64,128,2.0,bb1ace7b9916
1142,quench,amorphous_SiO2,core,train,192,64,128,2.0,cc2805d6c4e2
1143,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,91e661292c0b
1144,liquid,amorphous_SiO2,core,train,192,64,128,2.0,61ca749d83d9
1145,quench,amorphous_SiO2,core,train,192,64,128,2.0,b46955c2e602
1146,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,1fca77f175fb
1148,quench,amorphous_SiO2,core,train,192,64,128,2.0,f5560032b19b
1150,liquid,amorphous_SiO2,core,train,192,64,128,2.0,d9ef689e05ab
1152,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,021afa84152d
1153,liquid,amorphous_SiO2,core,val,192,64,128,2.0,b174603adcdb
1154,quench,amorphous_SiO2,core,train,192,64,128,2.0,1ab54a0a9e0f
1156,liquid,amorphous_SiO2,core,train,192,64,128,2.0,711a21f5a3b7
1157,quench,amorphous_SiO2,core,train,192,64,128,2.0,abce23e55e03
1159,liquid,amorphous_SiO2,core,train,192,64,128,2.0,59c1077c8008
1160,quench,amorphous_SiO2,core,train,192,64,128,2.0,1e0b1c776a25
1161,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,00666cc8ce1f
1162,liquid,amorphous_SiO2,core,train,192,64,128,2.0,5fe95e414288
1163,quench,amorphous_SiO2,core,train,192,64,128,2.0,0a7fee2539ca
1164,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,dd4b217942c2
1165,liquid,amorphous_SiO2,core,val,192,64,128,2.0,6309e7c39b06
1167,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,9f40e7502d23
1170,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,94a85e9a5bec
1171,liquid,amorphous_SiO2,core,train,192,64,128,2.0,a3ec2785271a
1172,quench,amorphous_SiO2,core,train,192,64,128,2.0,7a75d877b98b
1173,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,df93c8d309c2
1174,liquid,amorphous_SiO2,core,train,192,64,128,2.0,6344495014a0
1175,quench,amorphous_SiO2,core,train,192,64,128,2.0,c5c2fb632574
1176,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,f28c85cec932
1177,liquid,amorphous_SiO2,core,train,192,64,128,2.0,8fb7708d6b72
1178,quench,amorphous_SiO2,core,val,192,64,128,2.0,36bc6a3a5c23
1179,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d8d6a9135198
1180,liquid,amorphous_SiO2,core,train,192,64,128,2.0,c81b33a5e5b9
1182,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,4a80aa97b622
1183,liquid,amorphous_SiO2,core,train,192,64,128,2.0,d1e30a7278fe
1184,quench,amorphous_SiO2,core,train,192,64,128,2.0,c24f8f643536
1185,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,f291d1fbfa11
1187,quench,amorphous_SiO2,core,train,192,64,128,2.0,5de1507b7050
1188,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,1b76e87ee6e3
1189,liquid,amorphous_SiO2,core,train,192,64,128,2.0,3b9f66510a67
1190,quench,amorphous_SiO2,core,val,192,64,128,2.0,567e6b0ce3b0
1191,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d6ef580ab431
1192,liquid,amorphous_SiO2,core,train,192,64,128,2.0,604bebe0d146
1193,quench,amorphous_SiO2,core,train,192,64,128,2.0,087b12eaca24
1194,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,87a29b5c14ec
1195,liquid,amorphous_SiO2,core,train,192,64,128,2.0,3d465f775ef0
1196,quench,amorphous_SiO2,core,train,192,64,128,2.0,57588e3cb6fa
1197,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,0a6f9e439650
1198,liquid,amorphous_SiO2,core,train,192,64,128,2.0,69ad82b0d48e
1199,quench,amorphous_SiO2,core,train,192,64,128,2.0,9dd678042c8c
1200,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,fb9256a043ca
1201,liquid,amorphous_SiO2,core,train,192,64,128,2.0,742983c83cd3
1202,quench,amorphous_SiO2,core,train,192,64,128,2.0,99048ec9d93f
1203,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,33164813ee02
1204,liquid,amorphous_SiO2,core,train,192,64,128,2.0,e4b6b257cafe
1206,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,1c7c4ed5c85d
1208,quench,amorphous_SiO2,core,train,192,64,128,2.0,38880805918b
1209,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,09e9344e024b
1210,liquid,amorphous_SiO2,core,train,192,64,128,2.0,76af6895c197
1213,liquid,amorphous_SiO2,core,train,192,64,128,2.0,a9cd0b0d8049
1214,quench,amorphous_SiO2,core,val,192,64,128,2.0,187a9a5a49e0
1216,liquid,amorphous_SiO2,core,train,192,64,128,2.0,a4ade2b85c2a
1217,quench,amorphous_SiO2,core,train,192,64,128,2.0,62b5f19f5006
1219,liquid,amorphous_SiO2,core,train,192,64,128,2.0,38696c19d0ff
1220,quench,amorphous_SiO2,core,train,192,64,128,2.0,17e327733115
1221,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,b4d451dfce83
1222,liquid,amorphous_SiO2,core,train,192,64,128,2.0,3dad099673b8
1224,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,e8950a718a84
1225,liquid,amorphous_SiO2,core,train,192,64,128,2.0,608098865662
1226,quench,amorphous_SiO2,core,train,192,64,128,2.0,5acaddcb11fd
1227,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,bbe0782aaf46
1229,quench,amorphous_SiO2,core,train,192,64,128,2.0,948928646da5
1230,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,fe718783a703
1232,quench,amorphous_SiO2,core,train,192,64,128,2.0,007d5d33fa90
1233,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,192ae724b8b6
1235,quench,amorphous_SiO2,core,train,192,64,128,2.0,60a5622d3986
1236,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,09ae1259fb74
1237,liquid,amorphous_SiO2,core,train,192,64,128,2.0,e6602999d1e1
1238,quench,amorphous_SiO2,core,train,192,64,128,2.0,e3f071503d1d
1239,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d8023552f168
1240,liquid,amorphous_SiO2,core,val,192,64,128,2.0,c601996d827b
1241,quench,amorphous_SiO2,core,train,192,64,128,2.0,64279f92fd35
1242,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,4f7b6a8fb684
1247,quench,amorphous_SiO2,core,train,192,64,128,2.0,711bb02d986e
1248,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,5938f1a8e85e
1249,liquid,amorphous_SiO2,core,train,192,64,128,2.0,ff3680fc1d97
1251,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,86d7ee6ca61c
1253,quench,amorphous_SiO2,core,train,192,64,128,2.0,15d50bfb380b
1254,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,5e005e55722c
1255,liquid,amorphous_SiO2,core,train,192,64,128,2.0,23f30f706e54
1256,quench,amorphous_SiO2,core,val,192,64,128,2.0,ea17a088c42f
1258,liquid,amorphous_SiO2,core,train,192,64,128,2.0,eaf0add525f0
1259,quench,amorphous_SiO2,core,train,192,64,128,2.0,1656528d7240
1260,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d779f9eababd
1261,liquid,amorphous_SiO2,core,train,192,64,128,2.0,88167fa4280b
1262,quench,amorphous_SiO2,core,train,192,64,128,2.0,24c27e63836a
1263,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,c754b8a05049
1264,liquid,amorphous_SiO2,core,train,192,64,128,2.0,ddfc2e19c230
1265,quench,amorphous_SiO2,core,train,192,64,128,2.0,cc948b252368
1267,liquid,amorphous_SiO2,core,train,192,64,128,2.0,ef84304c92a5
1268,quench,amorphous_SiO2,core,val,192,64,128,2.0,46746f194e16
1269,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,4b4df02748e2
1270,liquid,amorphous_SiO2,core,train,192,64,128,2.0,7ee3b40cea6a
1271,quench,amorphous_SiO2,core,train,192,64,128,2.0,2ccc590107bc
1272,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,98226ec87357
1274,quench,amorphous_SiO2,core,train,192,64,128,2.0,b0148376dc76
1275,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,47c84b182382
1277,quench,amorphous_SiO2,core,train,192,64,128,2.0,abf768788e00
1278,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,f22b8801bcc5
1279,liquid,amorphous_SiO2,core,train,192,64,128,2.0,48144453100f
1281,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,7a05b9e45920
1282,liquid,amorphous_SiO2,core,train,192,64,128,2.0,b2acd1625d39
1284,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,6ca289370815
1285,liquid,amorphous_SiO2,core,train,192,64,128,2.0,8369bba394a5
1286,quench,amorphous_SiO2,core,train,192,64,128,2.0,997b79ff3a03
1287,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,5fdc9ea81072
1288,liquid,amorphous_SiO2,core,train,192,64,128,2.0,60de1314f16c
1289,quench,amorphous_SiO2,core,train,192,64,128,2.0,c20c0428c48b
1290,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,7606d1c83f31
1291,liquid,amorphous_SiO2,core,train,192,64,128,2.0,730e86bbcfb8
1292,quench,amorphous_SiO2,core,val,192,64,128,2.0,331125570c75
1293,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,8d437822baa2
1294,liquid,amorphous_SiO2,core,train,192,64,128,2.0,fd840642bbc7
1295,quench,amorphous_SiO2,core,train,192,64,128,2.0,1a89528e707a
1296,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,360307f08941
1297,liquid,amorphous_SiO2,core,train,192,64,128,2.0,b369d0640d22
1298,quench,amorphous_SiO2,core,train,192,64,128,2.0,3b881d09df22
1299,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,58c9062bc156
1300,liquid,amorphous_SiO2,core,train,192,64,128,2.0,69f1448a68c2
1301,quench,amorphous_SiO2,core,train,192,64,128,2.0,5e307b5d249b
1302,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,8367bb5d6c90
1303,liquid,amorphous_SiO2,core,train,192,64,128,2.0,2bc3b79fc7fe
1305,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,a49c130b47fc
1306,liquid,amorphous_SiO2,core,train,192,64,128,2.0,1e2237c73424
1307,quench,amorphous_SiO2,core,train,192,64,128,2.0,fc1220069417
1308,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,794be25b5780
1309,liquid,amorphous_SiO2,core,train,192,64,128,2.0,e2b478016e02
1310,quench,amorphous_SiO2,core,train,192,64,128,2.0,c83f19caf2c6
1311,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,20a24bfbff97
1313,quench,amorphous_SiO2,core,train,192,64,128,2.0,6da3baa92b1c
1314,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,6c156025b268
1315,liquid,amorphous_SiO2,core,train,192,64,128,2.0,7792eda89146
1317,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,595be7387a2e
1318,liquid,amorphous_SiO2,core,train,192,64,128,2.0,aef730306088
1319,quench,amorphous_SiO2,core,train,192,64,128,2.0,0487fd852417
1320,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,80a9e7769669
1321,liquid,amorphous_SiO2,core,train,192,64,128,2.0,f83b16a698ac
1323,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,7043ced8f3a1
1324,liquid,amorphous_SiO2,core,train,192,64,128,2.0,d0c913f11136
1325,quench,amorphous_SiO2,core,train,192,64,128,2.0,1bc9216748b5
1328,quench,amorphous_SiO2,core,val,192,64,128,2.0,2c3c1a062a6e
1329,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,fa068db3ee3e
1331,quench,amorphous_SiO2,core,train,192,64,128,2.0,c8114785f257
1332,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,a86662684c82
1334,quench,amorphous_SiO2,core,train,192,64,128,2.0,5f8dbbfdb237
1335,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,5e894f8998f3
1336,liquid,amorphous_SiO2,core,train,192,64,128,2.0,880be8e83c67
1337,quench,amorphous_SiO2,core,train,192,64,128,2.0,88183bf8e49a
1338,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,cd81e85ee1e9
1339,liquid,amorphous_SiO2,core,train,192,64,128,2.0,4ff7a98de3e8
1341,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,5e209f0d07ba
1342,liquid,amorphous_SiO2,core,train,192,64,128,2.0,42853f0990df
1347,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,ba2a961361e4
1349,quench,amorphous_SiO2,core,train,192,64,128,2.0,ef0d838ea9d1
1350,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,7a350db63e9c
1351,liquid,amorphous_SiO2,core,train,192,64,128,2.0,f5d12b8672cb
1353,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,e96361de1d1c
1354,liquid,amorphous_SiO2,core,train,192,64,128,2.0,01225d04affd
1356,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,d941a574bd8f
1357,liquid,amorphous_SiO2,core,train,192,64,128,2.0,156ec6abc9a0
1359,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,ce0aea2238f4
1360,liquid,amorphous_SiO2,core,train,192,64,128,2.0,db907d735f87
1361,quench,amorphous_SiO2,core,train,192,64,128,2.0,7868369db47f
1362,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,9cdf597593e0
1364,quench,amorphous_SiO2,core,train,192,64,128,2.0,8926ec686e88
1365,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,e218fb7de2d7
1366,liquid,amorphous_SiO2,core,train,192,64,128,2.0,d5f045d5f4e7
1367,quench,amorphous_SiO2,core,train,192,64,128,2.0,c7ee5a9fb4a4
1368,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,7367964a34f2
1369,liquid,amorphous_SiO2,core,train,192,64,128,2.0,9a0a3fee8c86
1371,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,3d6ab5bf29f5
1372,liquid,amorphous_SiO2,core,train,192,64,128,2.0,91dbe5347e86
1373,quench,amorphous_SiO2,core,train,192,64,128,2.0,bba7457f7b78
1374,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,86ab1dbaa900
1377,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,6144052b6d68
1378,liquid,amorphous_SiO2,core,train,192,64,128,2.0,5b8115f11fd0
1379,quench,amorphous_SiO2,core,train,192,64,128,2.0,e956f5fc54ab
1380,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,8b44fa177292
1382,quench,amorphous_SiO2,core,train,192,64,128,2.0,0bd10b13c4f6
1383,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,3b6873f3fd40
1384,liquid,amorphous_SiO2,core,val,192,64,128,2.0,eeafd70d4bec
1385,quench,amorphous_SiO2,core,train,192,64,128,2.0,7c450a172d34
1386,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,214349e6582e
1387,liquid,amorphous_SiO2,core,train,192,64,128,2.0,5780215d6a43
1389,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,6546737bfd6f
1390,liquid,amorphous_SiO2,core,train,192,64,128,2.0,61b122caf053
1391,quench,amorphous_SiO2,core,train,192,64,128,2.0,d9bc44ab6bea
1392,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,8c79c367b736
1394,quench,amorphous_SiO2,core,train,192,64,128,2.0,658f739c4b5d
1395,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,f5e6433fbe20
1396,liquid,amorphous_SiO2,core,val,192,64,128,2.0,b33bb510408a
1397,quench,amorphous_SiO2,core,train,192,64,128,2.0,54926a85fc52
1398,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,0b84f69c10b1
1399,liquid,amorphous_SiO2,core,train,192,64,128,2.0,dd888922fded
1400,quench,amorphous_SiO2,core,train,192,64,128,2.0,15e24ed929bb
1401,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,0c593ccda787
1402,liquid,amorphous_SiO2,core,train,192,64,128,2.0,cf771bb11db5
1405,liquid,amorphous_SiO2,core,train,192,64,128,2.0,a541eec9008f
1406,quench,amorphous_SiO2,core,train,192,64,128,2.0,1f475060d692
1409,quench,amorphous_SiO2,core,train,192,64,128,2.0,762303628a50
1410,bulk_amo,amorphous_SiO2,core,val,192,64,128,2.0,0b1e5db6e7a7
1411,liquid,amorphous_SiO2,core,train,192,64,128,2.0,8b81b10e4d8b
1412,quench,amorphous_SiO2,core,train,192,64,128,2.0,5c9cc748e01a
1413,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,2b0c6e82f20c
1414,liquid,amorphous_SiO2,core,train,192,64,128,2.0,4ec9e0fcf230
1415,quench,amorphous_SiO2,core,train,192,64,128,2.0,dae27a836f35
1417,liquid,amorphous_SiO2,core,train,192,64,128,2.0,eedbba272a8d
1418,quench,amorphous_SiO2,core,train,192,64,128,2.0,d2a0332abd23
1420,liquid,amorphous_SiO2,core,train,192,64,128,2.0,2ff1404f7385
1423,liquid,amorphous_SiO2,core,train,192,64,128,2.0,230412660089
1424,quench,amorphous_SiO2,core,val,192,64,128,2.0,f3756f259a8c
1425,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,dd85f2098417
1426,liquid,amorphous_SiO2,core,train,192,64,128,2.0,4095ceff84f4
1427,bulk_amo,amorphous_SiO2,core,train,192,64,128,2.0,55818cc34227
1437,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,009c2ad1f01b
1454,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,315c7b9e6175
1472,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,a35070abcdb7
1492,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,7a9d54a2151c
1509,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,18e0d6612500
1527,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,aa259070c47f
1544,bulk_cryst,replay:bulk_cryst,replay,train,9,3,6,2.0,52380fd9850d
1562,bulk_cryst,replay:bulk_cryst,replay,val,9,3,6,2.0,4ea054c8dd97
1580,bulk_cryst,replay:bulk_cryst,replay,train,9,3,6,2.0,08482647e315
1599,bulk_cryst,replay:bulk_cryst,replay,train,9,3,6,2.0,c47862c558a4
1616,bulk_cryst,replay:bulk_cryst,replay,train,9,3,6,2.0,8da4e114abda
1636,bulk_cryst,replay:bulk_cryst,replay,train,12,4,8,2.0,7c89b986f239
1657,bulk_cryst,replay:bulk_cryst,replay,train,12,4,8,2.0,81e135b71384
1675,bulk_cryst,replay:bulk_cryst,replay,train,12,4,8,2.0,6b45baf6ee7b
1694,bulk_cryst,replay:bulk_cryst,replay,train,12,4,8,2.0,d886d341b501
1714,bulk_cryst,replay:bulk_cryst,replay,train,12,4,8,2.0,786193d77e8a
1731,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,75664f8050ec
1750,bulk_cryst,replay:bulk_cryst,replay,val,24,8,16,2.0,21a109ff6a47
1770,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,98fe179c492e
1789,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,649dd0feeeaa
1809,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,0564f7662e90
1825,bulk_cryst,replay:bulk_cryst,replay,train,24,8,16,2.0,8e17f41aa049
1844,bulk_cryst,replay:bulk_cryst,replay,train,72,24,48,2.0,d584ac41cf67
1863,bulk_cryst,replay:bulk_cryst,replay,train,72,24,48,2.0,1a5c8d93e303
1881,bulk_cryst,replay:bulk_cryst,replay,train,72,24,48,2.0,83fc6504679b
1897,bulk_cryst,replay:bulk_cryst,replay,train,72,24,48,2.0,9abf1966f862
1916,bulk_cryst,replay:bulk_cryst,replay,train,72,24,48,2.0,09780fa80d8d
1928,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,c59d8dc43233
1945,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,03f370215237
1961,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,bff95e74a6ce
1972,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,815641985f70
1983,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,f65d1ab77cea
1996,silicon_crystalline_main,replay:silicon_crystalline_main,replay,val,8,8,0,0.0,e37fd72a6d8f
2007,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,dcad4390a3c7
2020,silicon_crystalline_main,replay:silicon_crystalline_main,replay,train,8,8,0,0.0,ba6b0135a1f8
2028,cluster,replay:cluster,replay,train,2,2,0,0.0,4d69f63f651c
2035,cluster,replay:cluster,replay,train,2,2,0,0.0,de9ae657a118
2042,cluster,replay:cluster,replay,train,2,2,0,0.0,723e08e44ecc
2050,cluster,replay:cluster,replay,train,2,2,0,0.0,d5ab5664e1b8
2063,cluster,replay:cluster,replay,train,2,0,2,,4cea724b15de
2075,cluster,replay:cluster,replay,val,2,0,2,,96284197c246
2083,cluster,replay:cluster,replay,train,2,0,2,,c8599c10f5aa
2092,cluster,replay:cluster,replay,train,2,0,2,,a9fbb8719a4a
2108,bulk_cryst,replay:bulk_cryst,replay,val,108,36,72,2.0,d0f64a810a26
2126,bulk_cryst,replay:bulk_cryst,replay,train,108,36,72,2.0,a0e20441e5a6
2143,bulk_cryst,replay:bulk_cryst,replay,train,108,36,72,2.0,dcc276239946
2161,bulk_cryst,replay:bulk_cryst,replay,train,108,36,72,2.0,16ca9fae66d2
2183,bulk_cryst,replay:bulk_cryst,replay,train,108,36,72,2.0,4a20e8aa09a3
2201,bulk_cryst,replay:bulk_cryst,replay,train,108,36,72,2.0,e9591844dc5a
2218,bulk_cryst,replay:bulk_cryst,replay,train,48,16,32,2.0,8e9a3bb03bef
2238,bulk_cryst,replay:bulk_cryst,replay,train,48,16,32,2.0,a82eb8845f44
2257,bulk_cryst,replay:bulk_cryst,replay,train,48,16,32,2.0,41907a6554e5
2275,bulk_cryst,replay:bulk_cryst,replay,train,48,16,32,2.0,1e7300cb1c42
2297,bulk_cryst,replay:bulk_cryst,replay,val,48,16,32,2.0,6e7993e1688c
